stt,tinh,quan_huyen,xa_phuong,duong_pho,kc_duong_chinh,min_dorong_ngo,dien_tich,mat_tien,so_mattien,thoi_diem_hieu_luc,district,ward,REF_TINH_CODE,REF_HUYEN_CODE,REF_XA_CODE,don_gia1
269,Thành phố Hà Nội,Huyện Thanh Trì,Xã Vĩnh Quỳnh,Quốc lộ 1A,170,2.3,50,3.24,2,2021-06-15 00:00:00,thanh trì,thanh trì_vĩnh quỳnh,148873,152474,152557,0.035
271,Thành phố Hà Nội,Huyện Thường Tín,Xã Tiền Phong,DT427B,1500,3.3,174,8,2,2021-06-22 00:00:00,thường tín,thường tín_tiền phong,148873,152587,152655,0.019
272,Thành phố Hà Nội,Huyện Thường Tín,Xã Tiền Phong,DT427B,1700,2.6,90,5.74,1,2021-06-15 00:00:00,thường tín,thường tín_tiền phong,148873,152587,152655,0.012273
273,Thành phố Hà Nội,Huyện Thường Tín,Xã Tiền Phong,DT427B,1600,1.8,203,8.29,1,2021-06-04 00:00:00,thường tín,thường tín_tiền phong,148873,152587,152655,0.009006
274,Thành phố Hà Nội,Huyện Thường Tín,Xã Tô Hiệu,Cao tốc Pháp Vân,350,5,251.5,3.93,1,2021-06-06 00:00:00,thường tín,thường tín_tô hiệu,148873,152587,152657,0.010126
276,Thành phố Hà Nội,Huyện Thường Tín,Xã Chương Dương,Đường liên xã Tự Nhiên- Chương Dương,1800,2.7,82,5.03,2,2021-06-18 00:00:00,thường tín,thường tín_chương dương,148873,152587,152689,0.008796
282,Thành phố Hà Nội,Huyện Thạch Thất,Thị trấn Liên Quan,Đường Chi Quan,0,5,264.1,13.49,1,2021-06-11 00:00:00,thạch thất,thạch thất_liên quan,148873,152286,152343,0.037
282,Thành phố Hà Nội,Huyện Thạch Thất,Thị trấn Liên Quan,Đường Chi Quan,0,5,264.1,13.49,1,2021-06-11 00:00:00,thạch thất,thạch thất_liên quan,148873,152286,152287,0.037
283,Thành phố Hà Nội,Huyện Thạch Thất,Xã Đại Đồng,Đường Ngọc Lâu,20,3,132,7,2,2021-06-05 00:00:00,thạch thất,thạch thất_đại đồng,148873,152286,152339,0.007
284,Thành phố Hà Nội,Huyện Thạch Thất,Xã Canh Nậu,Đường liên thôn,0,5,56,5.23,2,2021-06-01 00:00:00,thạch thất,thạch thất_canh nậu,148873,152286,152353,0.0287
285,Thành phố Hà Nội,Huyện Thạch Thất,Xã Canh Nậu,Đường liên thôn,150,1.9,286,7.62,1,2021-06-01 00:00:00,thạch thất,thạch thất_canh nậu,148873,152286,152353,0.0052
286,Thành phố Hà Nội,Huyện Thạch Thất,Xã Canh Nậu,Đường liên thôn,0,4.5,218,10,1,2021-06-02 00:00:00,thạch thất,thạch thất_canh nậu,148873,152286,152353,0.0185
288,Thành phố Hà Nội,Huyện Thanh Oai,Xã Cự Khê,Đường Liên Thôn Hạ,70,1.5,30,3.61,1,2021-06-07 00:00:00,thanh oai,thanh oai_cự khê,148873,152384,195440,0.021497
291,Thành phố Hà Nội,Huyện Thanh Trì,Xã Liên Ninh,Đất ở khu dân cư nông thôn (Xã Liên Ninh),90,2.8,126.9,7.72,1,2021-06-11 00:00:00,thanh trì,thanh trì_liên ninh,148873,152474,152563,0.02651
292,Thành phố Hà Nội,Huyện Thanh Trì,Xã Tả Thanh Oai,Đường Siêu Quần,160,3.5,298.6,12.61,1,2021-06-18 00:00:00,thanh trì,thanh trì_tả thanh oai,148873,152474,195381,0.0085
293,Thành phố Hà Nội,Huyện Thanh Trì,Xã Hữu Hoà,Đường Hữu Hòa,100,1.8,52.9,4.37,1,2021-06-17 00:00:00,thanh trì,thanh trì_hữu hòa,148873,152474,195382,0.031858
294,Thành phố Hà Nội,Huyện Thanh Trì,Xã Hữu Hoà,Đường Hữu Hòa,150,2.1,37.1,3.55,1,2021-06-14 00:00:00,thanh trì,thanh trì_hữu hòa,148873,152474,195382,0.033455
299,Thành phố Hà Nội,Quận Cầu Giấy,Phường Quan Hoa,Chùa Hà,0,8,69.19,9,1,2021-06-09 00:00:00,cầu giấy,cầu giấy_quan hoa,148873,149252,195296,0.215446
301,Thành phố Hà Nội,Quận Hà Đông,Phường Yên Nghĩa,Yên Lộ,130,3.5,62.5,5.5,1,2021-06-14 00:00:00,hà đông,hà đông_yên nghĩa,148873,149779,195409,0.050912
302,Thành phố Hà Nội,Quận Hà Đông,Phường Yên Nghĩa,Yên Lộ,130,3.5,84.5,7.61,1,2021-06-14 00:00:00,hà đông,hà đông_yên nghĩa,148873,149779,195409,0.050359
304,Thành phố Hà Nội,Quận Hà Đông,Phường Yên Nghĩa,Yên Lộ,140,4,80.7,7.5,1,2021-06-14 00:00:00,hà đông,hà đông_yên nghĩa,148873,149779,195409,0.050776
307,Thành phố Hà Nội,Quận Long Biên,Phường Ngọc Thụy,Ngọc Thụy,350,4.9,123.8,8.51,1,2021-06-01 00:00:00,long biên,long biên_ngọc thụy,148873,150530,195278,0.065045
308,Thành phố Hà Nội,Quận Long Biên,Phường Ngọc Thụy,Ngọc Thụy,100,2.8,113,6.55,1,2021-06-17 00:00:00,long biên,long biên_ngọc thụy,148873,150530,195278,0.048
309,Thành phố Hà Nội,Quận Long Biên,Phường Ngọc Thụy,Ngọc Thụy,100,10,78.64,4.22,1,2021-06-25 00:00:00,long biên,long biên_ngọc thụy,148873,150530,195278,0.077137
317,Thành phố Hà Nội,Quận Cầu Giấy,Phường Quan Hoa,Dương Quảng Hàm,280,2.1,70.2,3.88,1,2021-06-18 00:00:00,cầu giấy,cầu giấy_quan hoa,148873,149252,195296,0.060346
318,Thành phố Hà Nội,Quận Cầu Giấy,Phường Yên Hoà,Nguyễn Khang,30,3.6,84.5,4.91,1,2021-06-23 00:00:00,cầu giấy,cầu giấy_yên hòa,148873,149252,195297,0.147
321,Thành phố Hà Nội,Quận Long Biên,Phường Ngọc Thụy,Ngọc Thụy,0,6,170.2,8.9,1,2021-06-22 00:00:00,long biên,long biên_ngọc thụy,148873,150530,195278,0.06093
323,Thành phố Hà Nội,Quận Long Biên,Phường Ngọc Thụy,Ngọc Thụy,450,4,70,4.95,1,2021-06-23 00:00:00,long biên,long biên_ngọc thụy,148873,150530,195278,0.077648
324,Thành phố Hà Nội,Quận Long Biên,Phường Long Biên,Tư Đình,300,2.3,77,4.4,1,2021-06-04 00:00:00,long biên,long biên_long biên,148873,150530,195287,0.041689
326,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Mễ Trì,Mễ Trì Hạ,200,2.6,61.6,4,1,2021-06-10 00:00:00,nam từ liêm,nam từ liêm_mễ trì,148873,150671,195375,0.065
327,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Mễ Trì,Mễ Trì Thượng,0,5.7,39.5,4,1,2021-06-03 00:00:00,nam từ liêm,nam từ liêm_mễ trì,148873,150671,195375,0.145
328,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Mễ Trì,Mễ Trì Thượng,175,1.8,30,4.9,1,2021-06-18 00:00:00,nam từ liêm,nam từ liêm_mễ trì,148873,150671,195375,0.069
341,Thành phố Hà Nội,Quận Hà Đông,Phường La Khê,LÊ TRỌNG TẤN,20,11.5,50,4.16,1,2021-06-21 00:00:00,hà đông,hà đông_la khê,148873,149779,195405,0.080773
343,Thành phố Hà Nội,Quận Hà Đông,Phường Kiến Hưng,Tỉnh lộ 70A,170,6,45,11.25,3,2021-06-14 00:00:00,hà đông,hà đông_kiến hưng,148873,149779,195410,0.085199
347,Thành phố Hà Nội,Quận Long Biên,Phường Long Biên,Thạch Cầu,500,1.5,72,12.26,2,2021-06-10 00:00:00,long biên,long biên_long biên,148873,150530,195287,0.028428
348,Thành phố Hà Nội,Quận Long Biên,Phường Long Biên,Phố Trạm,0,22,42.8,4.5,1,2021-05-31 00:00:00,long biên,long biên_long biên,148873,150530,195287,0.142448
358,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Đông Ngạc,Kẻ Vẽ,50,10,52.4,5.5,2,2021-06-19 00:00:00,bắc từ liêm,bắc từ liêm_đông ngạc,148873,149087,195388,0.091117
359,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Đức Thắng,Lê Văn Hiến,150,2,40,3.95,1,2021-06-11 00:00:00,bắc từ liêm,bắc từ liêm_đức thắng,148873,149087,195389,0.039986
360,Thành phố Hà Nội,Quận Cầu Giấy,Phường Trung Hoà,Hoàng Ngân,80,6,65.4,4.18,1,2021-06-01 00:00:00,cầu giấy,cầu giấy_trung hòa,148873,149252,195298,0.163
365,Thành phố Hà Nội,Quận Long Biên,Phường Thạch Bàn,Đường Cổ Linh,400,2.7,205.9,9,1,2021-06-24 00:00:00,long biên,long biên_thạch bàn,148873,150530,195288,0.035
368,Thành phố Hà Nội,Quận Long Biên,Phường Thạch Bàn,Đường Ngọc Trì,460,1.8,31,5.62,2,2021-06-02 00:00:00,long biên,long biên_thạch bàn,148873,150530,195288,0.0364
369,Thành phố Hà Nội,Quận Long Biên,Phường Thạch Bàn,Đường Ngọc Trì,460,1.8,30,3.63,2,2021-06-02 00:00:00,long biên,long biên_thạch bàn,148873,150530,195288,0.03627
370,Thành phố Hà Nội,Quận Long Biên,Phường Thạch Bàn,Đường Ngọc Trì,460,1.8,30.3,3.3,2,2021-06-02 00:00:00,long biên,long biên_thạch bàn,148873,150530,195288,0.036
372,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Đại Mỗ,Tây Mỗ,100,2,58,3.3,1,2021-06-25 00:00:00,nam từ liêm,nam từ liêm_đại mỗ,148873,150671,195377,0.035071
379,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Đức Thắng,Đường Đức Thắng,150,2.8,47.7,5.58,2,2021-05-31 00:00:00,bắc từ liêm,bắc từ liêm_đức thắng,148873,149087,195389,0.049
380,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Đức Thắng,ngõ 1 phố Văn Hội,30,2.4,71,4.97,1,2021-06-11 00:00:00,bắc từ liêm,bắc từ liêm_đức thắng,148873,149087,195389,0.041026
381,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Đức Thắng,Vân Hội,250,5.5,116.3,20.46,1,2021-06-01 00:00:00,bắc từ liêm,bắc từ liêm_đức thắng,148873,149087,195389,0.057533
382,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Thụy Phương,Đường Thụy Phương,35,1.5,31,5.82,1,2021-06-09 00:00:00,bắc từ liêm,bắc từ liêm_thụy phương,148873,149087,195390,0.033814
383,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Vĩnh Tuy,Yên Lạc,0,6,80.2,5.23,1,2021-06-16 00:00:00,hai bà trưng,hai bà trưng_vĩnh tuy,148873,149556,195334,0.13505
384,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Vĩnh Tuy,Yên Lạc,125,2.75,50.2,5.51,2,2021-06-15 00:00:00,hai bà trưng,hai bà trưng_vĩnh tuy,148873,149556,195334,0.0847
388,Thành phố Hà Nội,Quận Hà Đông,Phường Phú Lãm,Thanh Lãm,70,4,30,4.2,1,2021-06-15 00:00:00,hà đông,hà đông_phú lãm,148873,149779,195411,0.041912
392,Thành phố Hà Nội,Quận Long Biên,Phường Việt Hưng,Ngô Gia Tự,200,2.2,42.3,3.68,1,2021-06-18 00:00:00,long biên,long biên_việt hưng,148873,150530,195281,0.043785
406,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Tây Tựu,Phố Trung Kiên,110,2.3,44,3.95,3,2021-06-25 00:00:00,bắc từ liêm,bắc từ liêm_tây tựu,148873,149087,195391,0.0255
410,Thành phố Hà Nội,Quận Đống Đa,Phường Ô Chợ Dừa,Trần Quang Diệu,200,5,32.5,3.5,1,2021-06-11 00:00:00,đống đa,đống đa_ô chợ dừa,148873,149387,195303,0.1455
414,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Minh Khai,Minh Khai,250,2,30,4.49,1,2021-06-04 00:00:00,hai bà trưng,hai bà trưng_minh khai,148873,149556,195338,0.07
416,Thành phố Hà Nội,Quận Hà Đông,Phường Phú Lương,Đường Phú Lương,1700,1.8,209.2,11.3,3,2021-06-11 00:00:00,hà đông,hà đông_phú lương,148873,149779,195412,0.023912
420,Thành phố Hà Nội,Quận Hoàng Mai,Phường Giáp Bát,Kim Đồng,0,30,86,4.3,2,2021-06-03 00:00:00,hoàng mai,hòang mai_giáp bát,148873,150379,195348,0.183218
421,Thành phố Hà Nội,Quận Hoàng Mai,Phường Giáp Bát,Kim Đồng,90,8.5,70,5.6,1,2021-06-23 00:00:00,hoàng mai,hòang mai_giáp bát,148873,150379,195348,0.145825
422,Thành phố Hà Nội,Quận Hoàng Mai,Phường Giáp Bát,Giải Phóng (phía đối diện đường tàu),100,1.6,100.6,4.03,1,2021-06-09 00:00:00,hoàng mai,hòang mai_giáp bát,148873,150379,195348,0.062102
425,Thành phố Hà Nội,Quận Long Biên,Phường Việt Hưng,Việt Hưng,330,2.5,33.3,3.52,1,2021-06-17 00:00:00,long biên,long biên_việt hưng,148873,150530,195281,0.04824
426,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Đại Mỗ,Đại mỗ,600,2,49.4,3,1,2021-06-20 00:00:00,nam từ liêm,nam từ liêm_đại mỗ,148873,150671,195377,0.038
427,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Trung Văn,Phùng Khoang,110,2.2,47.4,3.06,2,2021-06-17 00:00:00,nam từ liêm,nam từ liêm_trung văn,148873,150671,195378,0.0562
456,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,Xuân Đỉnh,370,4,150,15,1,2021-06-02 00:00:00,bắc từ liêm,bắc từ liêm_xuân đỉnh,148873,149087,195392,0.080516
457,Thành phố Hà Nội,Quận Đống Đa,Phường Láng Hạ,Thái Hà,170,3,33.8,3.3,2,2021-06-03 00:00:00,đống đa,đống đa_láng hạ,148873,149387,195306,0.1075
458,Thành phố Hà Nội,Quận Đống Đa,Phường Láng Hạ,Yên Lãng,15,3,101.1,3,2,2021-06-02 00:00:00,đống đa,đống đa_láng hạ,148873,149387,195306,0.0833
459,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Trương Định,Trương Định,150,1.8,204.9,15.83,1,2021-06-22 00:00:00,hai bà trưng,hai bà trưng_trương định,148873,149556,195339,0.050722
460,Thành phố Hà Nội,Quận Hà Đông,Phường Nguyễn Trãi,Lê Lợi,90,5,47,3.4,1,2021-06-08 00:00:00,hà đông,hà đông_nguyễn trãi,148873,149779,195399,0.085138
461,Thành phố Hà Nội,Quận Hà Đông,Phường Dương Nội,La Nội,120,1.88,96.9,11.88,1,2021-06-15 00:00:00,hà đông,hà đông_dương nội,148873,149779,195413,0.031997
462,Thành phố Hà Nội,Quận Hà Đông,Phường Dương Nội,La Dương,0,6,105.8,7.11,1,2021-06-20 00:00:00,hà đông,hà đông_dương nội,148873,149779,195413,0.088179
463,Thành phố Hà Nội,Quận Hà Đông,Phường Dương Nội,La Dương,40,1.7,59.7,5.88,1,2021-06-13 00:00:00,hà đông,hà đông_dương nội,148873,149779,195413,0.03715
465,Thành phố Hà Nội,Quận Hà Đông,Phường Dương Nội,Ỷ La,250,2,255.2,8.1,2,2021-06-15 00:00:00,hà đông,hà đông_dương nội,148873,149779,195413,0.031433
466,Thành phố Hà Nội,Quận Hà Đông,Phường Dương Nội,Ỷ La,350,1.8,73.5,6.55,1,2021-06-09 00:00:00,hà đông,hà đông_dương nội,148873,149779,195413,0.030823
468,Thành phố Hà Nội,Quận Hoàng Mai,Phường Lĩnh Nam,Nam Dư,60,1.56,61,4.23,1,2021-06-04 00:00:00,hoàng mai,hòang mai_lĩnh nam,148873,150379,195349,0.038152
469,Thành phố Hà Nội,Quận Long Biên,Phường Việt Hưng,Việt Hưng,0,20,298,28.24,2,2021-05-31 00:00:00,long biên,long biên_việt hưng,148873,150530,195281,0.121005
472,Thành phố Hà Nội,Quận Long Biên,Phường Phúc Đồng,Tân Thụy,0,7,140,5,1,2021-06-07 00:00:00,long biên,long biên_phúc đồng,148873,150530,195289,0.0705
473,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Mỹ Đình 1,Đình Thôn,90,1.9,37.4,3.94,1,2021-06-11 00:00:00,nam từ liêm,nam từ liêm_mỹ đình 1,148873,150671,195372,0.068176
491,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,Xuân Đỉnh,300,2.5,47.2,2.88,1,2021-06-18 00:00:00,bắc từ liêm,bắc từ liêm_xuân đỉnh,148873,149087,195392,0.056759
493,Thành phố Hà Nội,Quận Đống Đa,Phường Láng Hạ,Nguyên Hồng,120,6.2,63.5,4.34,1,2021-06-09 00:00:00,đống đa,đống đa_láng hạ,148873,149387,195306,0.195
494,Thành phố Hà Nội,Quận Đống Đa,Phường Láng Hạ,Nguyễn Chí Thanh,100,7,88.5,5.5,1,2021-06-03 00:00:00,đống đa,đống đa_láng hạ,148873,149387,195306,0.2546
497,Thành phố Hà Nội,Quận Hà Đông,Phường Dương Nội,La Dương,40,2.3,52.4,8.5,1,2021-06-02 00:00:00,hà đông,hà đông_dương nội,148873,149779,195413,0.04
498,Thành phố Hà Nội,Quận Hà Đông,Phường Dương Nội,La Dương,180,2,121.8,2.26,1,2021-06-03 00:00:00,hà đông,hà đông_dương nội,148873,149779,195413,0.03
504,Thành phố Hà Nội,Quận Hà Đông,Phường Đồng Mai,Đường Đồng Dương,170,3.5,34.2,4,1,2021-06-19 00:00:00,hà đông,hà đông_đồng mai,148873,149779,195414,0.026551
505,Thành phố Hà Nội,Quận Hà Đông,Phường Đồng Mai,Đường Đồng Dương,350,2,67.8,3.71,1,2021-06-19 00:00:00,hà đông,hà đông_đồng mai,148873,149779,195414,0.013745
506,Thành phố Hà Nội,Quận Hà Đông,Phường Đồng Mai,Đường nhánh dân sinh nối từ đường Biên Giang vào các khu dân cư phường Đồng Mai,20,1.9,217,14.48,1,2021-06-23 00:00:00,hà đông,hà đông_đồng mai,148873,149779,195414,0.010001
507,Thành phố Hà Nội,Quận Hoàng Mai,Phường Lĩnh Nam,Đường Lĩnh Nam,560,1.6,38.5,4,1,2021-06-09 00:00:00,hoàng mai,hòang mai_lĩnh nam,148873,150379,195349,0.041436
532,Thành phố Hà Nội,Quận Long Biên,Phường Gia Thụy,Nguyễn Sơn,350,1.5,37,5.02,2,2021-06-07 00:00:00,long biên,long biên_gia thụy,148873,150530,195282,0.062131
533,Thành phố Hà Nội,Quận Long Biên,Phường Gia Thụy,Nguyễn Văn Cừ,140,5,75,12,2,2021-06-18 00:00:00,long biên,long biên_gia thụy,148873,150530,195282,0.119416
534,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Tây Mỗ,Do Nha,70,6,239.8,4.98,2,2021-06-11 00:00:00,nam từ liêm,nam từ liêm_tây mỗ,148873,150671,195374,0.045
535,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Tây Mỗ,Cầu Cốc,240,3.8,46.6,3.6,1,2021-05-31 00:00:00,nam từ liêm,nam từ liêm_tây mỗ,148873,150671,195374,0.06
537,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Tây Mỗ,Hữu Hưng,160,1.5,72.4,5.7,1,2021-06-17 00:00:00,nam từ liêm,nam từ liêm_tây mỗ,148873,150671,195374,0.03129
549,Thành phố Hà Nội,Quận Đống Đa,Phường Nam Đồng,Xã Đàn,300,4.2,88.3,3.96,1,2021-06-20 00:00:00,đống đa,đống đa_nam đồng,148873,149387,195309,0.136632
550,Thành phố Hà Nội,Quận Hà Đông,Phường Mộ Lao,Đường 18M,0,15,88,14.43,1,2021-06-04 00:00:00,hà đông,hà đông_mộ lao,148873,149779,195400,0.135008
573,Thành phố Hà Nội,Quận Hà Đông,Phường Vạn Phúc,vạn phúc,100,2,40,5,1,2021-06-19 00:00:00,hà đông,hà đông_vạn phúc,148873,149779,195402,0.06255
574,Thành phố Hà Nội,Quận Hà Đông,Phường Biên Giang,Đường Biên Giang,675,3.2,72.9,4.75,1,2021-06-14 00:00:00,hà đông,hà đông_biên giang,148873,149779,195415,0.018009
575,Thành phố Hà Nội,Quận Hà Đông,Phường Biên Giang,Đường Phú Mỹ,50,5,67.99,4,1,2021-06-15 00:00:00,hà đông,hà đông_biên giang,148873,149779,195415,0.019559
577,Thành phố Hà Nội,Quận Long Biên,Phường Cự Khối,Xuân Đỗ,50,2.3,32.3,5.21,1,2021-06-04 00:00:00,long biên,long biên_cự khối,148873,150530,195290,0.04148
583,Thành phố Hà Nội,Quận Ba Đình,Phường Vĩnh Phúc,Hoàng Hoa Thám,20,7,128.5,5.87,1,2021-06-19 00:00:00,ba đình,ba đình_vĩnh phúc,148873,148874,195240,0.152
586,Thành phố Hà Nội,Quận Đống Đa,Phường Trung Liệt,Trung Liệt,0,7,369.4,3.66,2,2021-06-03 00:00:00,đống đa,đống đa_trung liệt,148873,149387,195312,0.146
587,Thành phố Hà Nội,Quận Đống Đa,Phường Trung Liệt,Hoàng Cầu,0,40,281,5.37,1,2021-06-04 00:00:00,đống đa,đống đa_trung liệt,148873,149387,195312,0.28
593,Thành phố Hà Nội,Quận Long Biên,Phường Phúc Lợi,Phúc Lợi,60,2.3,32.2,7.34,2,2021-06-21 00:00:00,long biên,long biên_phúc lợi,148873,150530,195284,0.03859
594,Thành phố Hà Nội,Quận Long Biên,Phường Phúc Lợi,Phúc Lợi,300,3.3,99.5,10.73,2,2021-06-22 00:00:00,long biên,long biên_phúc lợi,148873,150530,195284,0.04972
595,Thành phố Hà Nội,Quận Long Biên,Phường Phúc Lợi,Phúc Lợi,260,3.3,70,5,1,2021-06-21 00:00:00,long biên,long biên_phúc lợi,148873,150530,195284,0.058
610,Thành phố Hà Nội,Quận Ba Đình,Phường Cống Vị,Kim Mã Thượng,150,1.7,34.2,5.4,1,2021-06-02 00:00:00,ba đình,ba đình_cống vị,148873,148874,195241,0.070051
611,Thành phố Hà Nội,Quận Ba Đình,Phường Cống Vị,Kim Mã Thượng,100,3.5,54.5,5.39,1,2021-06-02 00:00:00,ba đình,ba đình_cống vị,148873,148874,195241,0.134556
613,Thành phố Hà Nội,Quận Hà Đông,Phường Quang Trung,Đường Quang Trung,230,2,66.7,2.66,1,2021-06-23 00:00:00,hà đông,hà đông_quang trung,148873,149779,195404,0.053237
625,Thành phố Hà Nội,Quận Ba Đình,Phường Cống Vị,Đào Tấn,60,4,54.4,3.75,1,2021-06-24 00:00:00,ba đình,ba đình_cống vị,148873,148874,195241,0.1632
626,Thành phố Hà Nội,Quận Ba Đình,Phường Cống Vị,Đội Cấn,70,1.9,52.32,3.6,1,2021-06-02 00:00:00,ba đình,ba đình_cống vị,148873,148874,195241,0.07
